,is_phishing,is_safe,suspicious_words_subject,suspicious_words_body,sender_nums_count,sender_domain_num_count,sender_domain_length,urls_count,protocol,contains_ip,url_length,TLD_alpha,subdomain_level,slash_count,dots_count,hyphens_count,has_non_latin
44428,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44429,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44430,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,53.0,1.0,1.0,5.0,3.0,0.0,0.0
44431,0.0,1.0,0.0,2.0,0.0,0.0,18.0,3.0,0.0,0.0,48.0,1.0,1.0,6.0,3.0,0.0,0.0
44432,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44433,0.0,1.0,0.0,3.0,0.0,0.0,18.0,1.0,0.0,0.0,50.0,1.0,1.0,5.0,2.0,0.0,0.0
44434,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44435,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44436,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44437,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44438,0.0,1.0,1.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44439,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44440,0.0,1.0,1.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44441,0.0,1.0,0.0,2.0,0.0,0.0,18.0,3.0,0.0,0.0,155.0,1.0,0.0,4.0,2.0,0.0,0.0
44442,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,64.0,1.0,1.0,3.0,3.0,0.0,0.0
44443,0.0,1.0,0.0,4.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,4.0,3.0,0.0,0.0
44444,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,64.0,1.0,1.0,3.0,3.0,0.0,0.0
44445,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,64.0,1.0,1.0,3.0,3.0,0.0,0.0
44446,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,64.0,1.0,1.0,3.0,3.0,0.0,0.0
44447,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,64.0,1.0,1.0,3.0,3.0,0.0,0.0
44448,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,64.0,1.0,1.0,3.0,3.0,0.0,0.0
44449,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44450,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,64.0,1.0,1.0,3.0,3.0,0.0,0.0
44451,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44452,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44453,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44454,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44455,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44456,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44457,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44458,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44459,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44460,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44461,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44462,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44463,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44464,0.0,1.0,0.0,3.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44465,0.0,1.0,1.0,3.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44466,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44467,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44468,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44469,0.0,1.0,1.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44470,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44471,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44472,0.0,1.0,2.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44473,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44474,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44475,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44476,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44477,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44478,0.0,1.0,0.0,2.0,0.0,0.0,18.0,3.0,0.0,0.0,21.0,1.0,1.0,2.0,2.0,0.0,0.0
44479,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44480,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44481,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44482,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44483,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44484,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44485,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44486,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44487,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44488,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44489,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44490,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44491,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44492,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44493,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44494,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44495,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44496,0.0,1.0,1.0,5.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44497,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44498,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,64.0,1.0,1.0,3.0,3.0,0.0,0.0
44499,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44500,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44501,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44502,0.0,1.0,0.0,4.0,0.0,0.0,18.0,3.0,0.0,0.0,46.0,1.0,1.0,5.0,2.0,0.0,0.0
44503,0.0,1.0,0.0,1.0,0.0,0.0,18.0,3.0,0.0,0.0,46.0,1.0,1.0,5.0,2.0,0.0,0.0
44504,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44505,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44506,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44507,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44508,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44509,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
44510,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,4.0,0.0,0.0
44511,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44512,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44513,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44514,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44515,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44516,0.0,1.0,0.0,3.0,0.0,0.0,18.0,1.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
44517,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44518,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44519,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44520,0.0,1.0,1.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44521,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
44522,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
44523,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
44524,0.0,1.0,0.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,67.0,1.0,0.0,6.0,2.0,0.0,0.0
44525,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44526,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
44527,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44528,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44529,0.0,1.0,2.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44530,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44531,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44532,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44533,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
44534,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
44535,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44536,0.0,1.0,1.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44537,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44538,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
44539,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,55.0,1.0,1.0,6.0,3.0,0.0,0.0
44540,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44541,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,54.0,1.0,0.0,6.0,2.0,0.0,0.0
44542,0.0,1.0,0.0,1.0,0.0,0.0,18.0,3.0,0.0,0.0,40.0,1.0,1.0,5.0,2.0,0.0,0.0
44543,0.0,1.0,0.0,5.0,0.0,0.0,18.0,3.0,0.0,0.0,43.0,1.0,1.0,4.0,3.0,0.0,0.0
44544,0.0,1.0,0.0,6.0,0.0,0.0,18.0,3.0,0.0,0.0,59.0,1.0,1.0,3.0,3.0,0.0,0.0
44545,0.0,1.0,0.0,2.0,0.0,0.0,18.0,3.0,0.0,0.0,31.0,1.0,0.0,3.0,1.0,0.0,0.0
44546,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44547,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44548,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44549,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44550,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44551,0.0,1.0,1.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,59.0,1.0,1.0,4.0,3.0,0.0,0.0
44552,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44553,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44554,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44555,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44556,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44557,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44558,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44559,0.0,1.0,0.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,59.0,1.0,0.0,6.0,2.0,0.0,0.0
44560,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,31.0,1.0,1.0,3.0,3.0,0.0,0.0
44561,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,59.0,1.0,0.0,6.0,2.0,0.0,0.0
44562,0.0,1.0,0.0,2.0,0.0,0.0,18.0,3.0,0.0,0.0,31.0,1.0,0.0,3.0,1.0,0.0,0.0
44563,0.0,1.0,0.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,44.0,1.0,1.0,4.0,3.0,0.0,0.0
44564,0.0,1.0,0.0,4.0,0.0,0.0,18.0,3.0,0.0,0.0,90.0,1.0,1.0,6.0,3.0,0.0,0.0
44565,0.0,1.0,0.0,2.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,0.0,3.0,2.0,0.0,0.0
44566,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44567,0.0,1.0,0.0,1.0,0.0,0.0,18.0,3.0,0.0,0.0,31.0,1.0,0.0,3.0,1.0,0.0,0.0
44568,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44569,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44570,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44571,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,3.0,0.0,0.0
44572,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44573,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44574,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44575,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44576,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,46.0,1.0,1.0,5.0,3.0,0.0,0.0
44577,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44578,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44579,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44580,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44581,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,64.0,1.0,1.0,3.0,3.0,0.0,0.0
44582,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,45.0,1.0,1.0,5.0,3.0,0.0,0.0
44583,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44584,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,64.0,1.0,1.0,3.0,3.0,0.0,0.0
44585,0.0,1.0,0.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,66.0,1.0,0.0,6.0,2.0,0.0,0.0
44586,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44587,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44588,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44589,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44590,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44592,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44593,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44594,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44595,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44596,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44597,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44598,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44599,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44600,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44601,0.0,1.0,0.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,47.0,1.0,1.0,4.0,3.0,0.0,0.0
44602,0.0,1.0,0.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,45.0,1.0,1.0,5.0,3.0,0.0,0.0
44603,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44604,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,46.0,1.0,1.0,5.0,3.0,0.0,0.0
44605,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44606,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44607,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44608,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44609,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44610,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44611,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44612,0.0,1.0,0.0,1.0,0.0,0.0,18.0,3.0,0.0,0.0,31.0,1.0,0.0,3.0,1.0,0.0,0.0
44613,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44614,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44615,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44616,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44617,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44618,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,47.0,1.0,1.0,5.0,2.0,1.0,0.0
44619,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44620,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,48.0,1.0,1.0,5.0,2.0,1.0,0.0
44621,0.0,1.0,0.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,45.0,1.0,1.0,5.0,3.0,0.0,0.0
44622,0.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,51.0,1.0,1.0,5.0,3.0,0.0,0.0
44623,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,36.0,1.0,1.0,4.0,2.0,0.0,0.0
